subject_y	initial_alias	converted_alias	name	description
MCINX2_00000724-RB	FBPP0307148	TM9SF2	TM9SF2	Transmembrane 9 superfamily protein member 2
MCINX2_00000726-RA	FBPP0099906	mus201	mus201	mutagen-sensitive 201
MCINX2_00000727-RA	FBPP0080261	Su(H)	Su(H)	Suppressor of Hairless
MCINX2_00000733-RA	FBPP0305039	CG43896	CG43896	None
MCINX2_00000734-RA	FBPP0293060	Wdfy2	Wdfy2	WD repeat and FYVE domain containing 2
MCINX2_00000736-RA	FBPP0081001	CG9246	CG9246	None
MCINX2_00000737-RA	FBPP0071306	CG15317	CG15317	None
MCINX2_00000739-RA	FBPP0303658	LUBEL	LUBEL	Linear Ubiquitin E3 ligase
MCINX2_00000740-RA	FBPP0077396	Cwc25	Cwc25	Cwc25
MCINX2_00000743-RA	FBPP0310810	Kr-h1	Kr-h1	Kruppel homolog 1
MCINX2_00000745-RA	FBPP0081011	l(2)k14505	l(2)k14505	lethal (2) k14505
MCINX2_00000746-RA	FBPP0112552	Maf1	Maf1	Maf1
MCINX2_00000747-RA	FBPP0077935	CG11399	CG11399	None
MCINX2_00000748-RA	FBPP0080615	JMJD4	JMJD4	Jumonji domain containing 4
MCINX2_00000749-RA	FBPP0307147	Amacr	Amacr	Alpha-methylacyl-CoA racemase
MCINX2_00000750-RA	FBPP0310010	CG10555	CG10555	None
MCINX2_00000751-RA	FBPP0073906	mRpL3	mRpL3	mitochondrial ribosomal protein L3
MCINX2_00000753-RA	FBPP0079660	CYLD	CYLD	Cylindromatosis
MCINX2_00000754-RA	FBPP0307178	CG8475	CG8475	None
MCINX2_00000755-RA	FBPP0077720	shv	shv	shriveled
MCINX2_00000756-RA	FBPP0075382	Prosbeta2	Prosbeta2	Proteasome beta2 subunit
MCINX2_00000757-RA	FBPP0075877	rt	rt	rotated abdomen
MCINX2_00000759-RA	FBPP0073823	Top1	Top1	Topoisomerase 1
MCINX2_00000760-RA	FBPP0080257	Rnmt	Rnmt	RNA guanine-7 methyltransferase
MCINX2_00000761-RA	FBPP0075535	Rgl	Rgl	Ral guanine nucleotide dissociation stimulator-like
MCINX2_00000762-RA	FBPP0303442	dysc	dysc	dyschronic
MCINX2_00000765-RA	FBPP0075497	CG13737	CG13737	None
MCINX2_00000768-RB	FBPP0080542	CG6870	CG6870	None
MCINX2_00000769-RA	FBPP0310217	Wdr59	Wdr59	WD repeat domain 59
MCINX2_00000770-RA	FBPP0303672	CG4133	CG4133	None
MCINX2_00000771-RA	FBPP0298000	CG16854	CG16854	None
MCINX2_00000775-RA	FBPP0292479	jub	jub	Ajuba LIM protein
MCINX2_00000776-RA	FBPP0307051	CG14613	CG14613	None
MCINX2_00000777-RA	FBPP0082353	RpII140	RpII140	RNA polymerase II 140kD subunit
MCINX2_00000778-RC	FBPP0312565	Piezo	Piezo	Piezo
MCINX2_00000780-RA	FBPP0304755	mxt	mxt	mextli
MCINX2_00000784-RA	FBPP0072304	uzip	uzip	unzipped
MCINX2_00000785-RA	FBPP0071681	CG6758	CG6758	None
MCINX2_00000786-RA	FBPP0086749	fand	fand	fandango
MCINX2_00000787-RB	FBPP0309680	Flacc	Flacc	Fl(2)d-associated complex component
MCINX2_00000788-RA	FBPP0073552	CG2200	CG2200	None
MCINX2_00000790-RA	FBPP0309617	Mct1	Mct1	Monocarboxylate transporter 1
MCINX2_00000794-RA	FBPP0305154	CG15765	CG15765	None
MCINX2_00000795-RA	FBPP0077598	CG7420	CG7420	None
MCINX2_00000796-RA	FBPP0079375	CG9586	CG9586	None
MCINX2_00000797-RA	FBPP0073989	Prosalpha4	Prosalpha4	Proteasome alpha4 subunit
MCINX2_00000800-RA	FBPP0303516	Axud1	Axud1	AXIN1 up-regulated 1
MCINX2_00000801-RA	FBPP0292345	Oli	Oli	Olig family
MCINX2_00000803-RC	FBPP0080778	CG10026	CG10026	None
MCINX2_00000804-RA	FBPP0080748	CG10237	CG10237	None
MCINX2_00000805-RA	FBPP0304798	CG5973	CG5973	None
MCINX2_00000806-RA	FBPP0079090	CG5958	CG5958	None
MCINX2_00000808-RA	FBPP0080700	l(2)37Cd	l(2)37Cd	lethal (2) 37Cd
MCINX2_00000809-RA	FBPP0073659	Nup93-1	Nup93-1	Nucleoporin 93kD-1
MCINX2_00000810-RA	FBPP0071072	Upf2	Upf2	Upf2
MCINX2_00000811-RC	FBPP0289202	CG17486	CG17486	None
MCINX2_00000812-RA	FBPP0291768	drongo	drongo	drongo
MCINX2_00000813-RA	FBPP0305185	Cdc23	Cdc23	Cell division cycle 23
MCINX2_00000814-RA	FBPP0079969	CG5446	CG5446	None
MCINX2_00000815-RA	FBPP0079948	CG6405	CG6405	None
MCINX2_00000816-RA	FBPP0077582	CG31935	CG31935	None
MCINX2_00000817-RA	FBPP0310559	haf	haf	hattifattener
MCINX2_00000820-RA	FBPP0077538	CG15356	CG15356	None
MCINX2_00000823-RA	FBPP0293284	Dhc36C	Dhc36C	Dynein heavy chain at 36C
MCINX2_00000825-RA	FBPP0080547	mEFTs	mEFTs	mitochondrial translation elongation factor Ts
MCINX2_00000827-RB	FBPP0080550	qua	qua	quail
MCINX2_00000829-RA	FBPP0309137	Rok	Rok	Rho kinase
MCINX2_00000830-RA	FBPP0305945	Trf2	Trf2	TATA box binding protein-related factor 2
MCINX2_00000831-RA	FBPP0307419	CG31019	CG31019	None
MCINX2_00000832-RA	FBPP0099696	smog	smog	smog
MCINX2_00000836-RA	FBPP0080903	CG16798	CG16798	None
MCINX2_00000838-RA	FBPP0081786	TfIIFbeta	TfIIFbeta	Transcription factor TFIIFbeta
MCINX2_00000839-RA	FBPP0086523	CG8155	CG8155	None
MCINX2_00000840-RA	FBPP0081078	Mics1	Mics1	Mitochondrial morphology and cristae structure 1
MCINX2_00000841-RA	FBPP0077536	Got2	Got2	Glutamate oxaloacetate transaminase 2
MCINX2_00000842-RA	FBPP0080733	Nedd8	Nedd8	Nedd8
MCINX2_00000843-RA	FBPP0079045	CG4502	CG4502	None
MCINX2_00000844-RA	FBPP0079156	Tg	Tg	Transglutaminase
MCINX2_00000845-RA	FBPP0077037	tilB	tilB	touch insensitive larva B
MCINX2_00000846-RA	FBPP0078726	mid	mid	midline
MCINX2_00000850-RA	FBPP0077416	Snx21	Snx21	Sorting nexin 21
MCINX2_00000851-RA	FBPP0309548	JhI-21	JhI-21	Juvenile hormone Inducible-21
MCINX2_00000852-RA	FBPP0077805	CG11617	CG11617	None
MCINX2_00000853-RA	FBPP0077783	mRpL10	mRpL10	mitochondrial ribosomal protein L10
MCINX2_00000854-RA	FBPP0075377	CG5114	CG5114	None
MCINX2_00000855-RA	FBPP0113021	mnd	mnd	minidiscs
MCINX2_00000856-RA	FBPP0312477	Zip71B	Zip71B	Zinc/iron regulated transporter-related protein 71B
MCINX2_00000857-RA	FBPP0088777	CG33170	CG33170	None
MCINX2_00000858-RA	FBPP0078227	EMC4	EMC4	ER membrane protein complex subunit 4
MCINX2_00000859-RB	FBPP0073725	CG1461	CG1461	None
MCINX2_00000861-RA	FBPP0073416	sicily	sicily	severe impairment of CI with lengthened youth
MCINX2_00000862-RA	FBPP0073976	Paf-AHalpha	Paf-AHalpha	Platelet-activating factor acetylhydrolase alpha
MCINX2_00000863-RA	FBPP0071301	LysRS	LysRS	Lysyl-tRNA synthetase
MCINX2_00000864-RA	FBPP0075358	CG7857	CG7857	None
MCINX2_00000865-RB	FBPP0075117	Mo25	Mo25	Mo25
MCINX2_00000870-RA	FBPP0079457	jp	jp	junctophilin
MCINX2_00000871-RA	FBPP0307149	CarT	CarT	Carcinine transporter
MCINX2_00000873-RA	FBPP0076594	mrva	mrva	minerva
MCINX2_00000875-RA	FBPP0080687	Catsup	Catsup	Catecholamines up
MCINX2_00000876-RA	FBPP0294038	Fs(2)Ket	Fs(2)Ket	Female sterile (2) Ketel
MCINX2_00000877-RA	FBPP0073847	Ahcy	Ahcy	Adenosylhomocysteinase
MCINX2_00000878-RA	FBPP0077885	mRpL15	mRpL15	mitochondrial ribosomal protein L15
MCINX2_00000879-RA	FBPP0087676	Cog6	Cog6	Component of oligomeric golgi complex 6
MCINX2_00000880-RA	FBPP0080286	THG	THG	tRNA-histidine guanylyltransferase
MCINX2_00000881-RA	FBPP0080706	l(2)37Cb	l(2)37Cb	lethal (2) 37Cb
MCINX2_00000889-RA	FBPP0075275	mib1	mib1	mind bomb 1
MCINX2_00000891-RA	FBPP0086798	CG6191	CG6191	None
MCINX2_00000894-RA	FBPP0304812	CG11030	CG11030	None
MCINX2_00000895-RA	FBPP0310252	TM9SF4	TM9SF4	Transmembrane 9 superfamily protein member 4
MCINX2_00000896-RA	FBPP0075596	sens	sens	senseless
MCINX2_00000897-RB	FBPP0111946	Schip1	Schip1	Schwannomin interacting protein 1
MCINX2_00000900-RA	FBPP0087483	CG12129	CG12129	None
MCINX2_00000901-RA	FBPP0079387	CG31886	CG31886	None
MCINX2_00000902-RA	FBPP0292225	Dhc62B	Dhc62B	Dynein heavy chain at 62B
MCINX2_00000903-RA	FBPP0078808	eIF4A	eIF4A	eukaryotic translation initiation factor 4A
MCINX2_00000904-RA	FBPP0078865	chic	chic	chickadee
MCINX2_00000906-RA	FBPP0305183	CG2225	CG2225	None
MCINX2_00000910-RA	FBPP0079454	Mtpalpha	Mtpalpha	Mitochondrial trifunctional protein alpha subunit
MCINX2_00000912-RA	FBPP0080710	Ddc	Ddc	Dopa decarboxylase
MCINX2_00000914-RA	FBPP0080699	CG10561	CG10561	None
MCINX2_00000917-RA	FBPP0078760	Vps52	Vps52	Vacuolar protein sorting 52
MCINX2_00000918-RA	FBPP0290561	Hr38	Hr38	Hormone receptor-like in 38
MCINX2_00000920-RA	FBPP0079262	CSN8	CSN8	COP9 signalosome subunit 8
MCINX2_00000922-RA	FBPP0089164	kkv	kkv	krotzkopf verkehrt
MCINX2_00000922-RB	FBPP0290640	kkv	kkv	krotzkopf verkehrt
MCINX2_00000923-RA	FBPP0072476	RabX6	RabX6	RabX6
MCINX2_00000924-RA	FBPP0079874	Nfs1	Nfs1	Nfs1 cysteine desulfurase
MCINX2_00000929-RB	FBPP0080713	Lim3	Lim3	Lim3
MCINX2_00000930-RA	FBPP0307805	Phlpp	Phlpp	PH domain leucine-rich repeat protein phosphatase
MCINX2_00000932-RA	FBPP0307804	Rpn3	Rpn3	Regulatory particle non-ATPase 3
MCINX2_00000933-RA	FBPP0080692	CG10492	CG10492	None
MCINX2_00000934-RA	FBPP0080569	CadN	CadN	Cadherin-N
MCINX2_00000937-RA	FBPP0070791	CG12236	CG12236	None
MCINX2_00000938-RA	FBPP0078483	CG12007	CG12007	None
MCINX2_00000939-RA	FBPP0081027	Nbr	Nbr	Nibbler
MCINX2_00000941-RA	FBPP0083687	Rpn7	Rpn7	Regulatory particle non-ATPase 7
MCINX2_00000943-RA	FBPP0079822	salr	salr	spalt-related
MCINX2_00000946-RA	FBPP0078785	CG9021	CG9021	None
MCINX2_00000947-RA	FBPP0079803	Osi21	Osi21	Osiris 21
MCINX2_00000949-RA	FBPP0073194	CG11342	CG11342	None
MCINX2_00000951-RA	FBPP0074855	Nufip	Nufip	Nufip
MCINX2_00000952-RA	FBPP0307759	RpL3	RpL3	Ribosomal protein L3
MCINX2_00000953-RA	FBPP0074821	MED11	MED11	Mediator complex subunit 11
MCINX2_00000954-RB	FBPP0111858	slmo	slmo	slowmo
MCINX2_00000955-RA	FBPP0080473	mdy	mdy	midway
MCINX2_00000956-RA	FBPP0290883	tj	tj	traffic jam
MCINX2_00000957-RA	FBPP0311116	Megf8	Megf8	Multiple EGF like domains 8
MCINX2_00000960-RA	FBPP0077688	ninaA	ninaA	neither inactivation nor afterpotential A
MCINX2_00000961-RE	FBPP0079101	Tep3	Tep3	Thioester-containing protein 3
MCINX2_00000962-RA	FBPP0078628	Dsk	Dsk	Drosulfakinin
MCINX2_00000964-RA	FBPP0081597	by	by	blistery
MCINX2_00000967-RA	FBPP0292873	tai	tai	taiman
MCINX2_00000972-RA	FBPP0110174	tefu	tefu	telomere fusion
MCINX2_00000973-RA	FBPP0292197	B9d2	B9d2	B9d2
MCINX2_00000974-RA	FBPP0291366	Cul3	Cul3	Cullin 3
MCINX2_00000975-RA	FBPP0087182	Buffy	Buffy	Buffy
MCINX2_00000976-RA	FBPP0309550	TrissinR	TrissinR	Trissin receptor
MCINX2_00000977-RC	FBPP0099407	CG33995	CG33995	None
MCINX2_00000979-RA	FBPP0307725	RtGEF	RtGEF	Rho-type guanine nucleotide exchange factor
MCINX2_00000982-RC	FBPP0309710	CG10621	CG10621	None
MCINX2_00000986-RA	FBPP0310369	CG42750	CG42750	None
MCINX2_00000987-RA	FBPP0087335	Taf5	Taf5	TBP-associated factor 5
MCINX2_00000988-RA	FBPP0086875	Fsn	Fsn	F-box synaptic protein
MCINX2_00000989-RA	FBPP0078642	Col4a1	Col4a1	Collagen type IV alpha 1
MCINX2_00000991-RA	FBPP0305721	vkg	vkg	viking
MCINX2_00000992-RA	FBPP0079975	CG6153	CG6153	None
MCINX2_00000993-RA	FBPP0304685	SelT	SelT	Selenoprotein T
MCINX2_00000996-RC	FBPP0306202	Oseg4	Oseg4	Outer segment 4
MCINX2_00000997-RA	FBPP0311139	na	na	narrow abdomen
MCINX2_00000998-RA	FBPP0071902	CG3831	CG3831	None
MCINX2_00001000-RA	FBPP0080211	l(2)34Fd	l(2)34Fd	lethal (2) 34Fd
MCINX2_00001001-RA	FBPP0309385	kat80	kat80	katanin 80
MCINX2_00001002-RA	FBPP0428216	CG30010	CG30010	None
MCINX2_00001003-RA	FBPP0422656	CG46338	CG46338	None
MCINX2_00001004-RA	FBPP0072641	Bgb	Bgb	Big brother
MCINX2_00001005-RA	FBPP0073720	CG1434	CG1434	None
MCINX2_00001006-RA	FBPP0305354	Dp	Dp	DP transcription factor
MCINX2_00001007-RA	FBPP0303533	Eogt	Eogt	EGF-domain O-GlcNAc transferase
MCINX2_00001008-RA	FBPP0080293	esg	esg	escargot
MCINX2_00001009-RA	FBPP0082550	Ccm3	Ccm3	Cerebral cavernous malformation 3
MCINX2_00001010-RA	FBPP0307163	Arpc5	Arpc5	Actin-related protein 2/3 complex
MCINX2_00001011-RC	FBPP0305457	tim	tim	timeless
MCINX2_00001013-RA	FBPP0081907	CG14722	CG14722	None
MCINX2_00001014-RA	FBPP0308981	O-fut1	O-fut1	O-fucosyltransferase 1
MCINX2_00001015-RA	FBPP0070766	RpL35	RpL35	Ribosomal protein L35
MCINX2_00001016-RA	FBPP0087463	Ntmt	Ntmt	N-terminal methyltransferase
MCINX2_00001017-RA	FBPP0304007	Kua	Kua	Kua
MCINX2_00001018-RA	FBPP0303956	l(3)77CDf	l(3)77CDf	lethal (3) 77CDf
MCINX2_00001019-RA	FBPP0300575	kis	kis	kismet
MCINX2_00001020-RA	FBPP0311489	ND-13A	ND-13A	NADH dehydrogenase (ubiquinone) 13 kDa A subunit
MCINX2_00001022-RA	FBPP0310268	Rab14	Rab14	Rab14
MCINX2_00001024-RA	FBPP0082848	CG5265	CG5265	None
MCINX2_00001025-RA	FBPP0288393	Kap3	Kap3	Kinesin associated protein 3
MCINX2_00001026-RB	FBPP0306832	Su(dx)	Su(dx)	Suppressor of deltex
MCINX2_00001027-RA	FBPP0079326	AlaRS	AlaRS	Alanyl-tRNA synthetase
MCINX2_00001028-RA	FBPP0077873	mTerf3	mTerf3	mitochondrial transcription termination factor 3
MCINX2_00001029-RA	FBPP0075398	CG7011	CG7011	None
MCINX2_00001030-RA	FBPP0075396	CG6878	CG6878	None
MCINX2_00001031-RA	FBPP0074721	serp	serp	serpentine
MCINX2_00001033-RC	FBPP0085252	Ac3	Ac3	Adenylate cyclase 3
MCINX2_00001035-RA	FBPP0074254	IntS2	IntS2	Integrator 2
MCINX2_00001036-RA	FBPP0288678	CG31759	CG31759	None
MCINX2_00001038-RA	FBPP0085407	CG17508	CG17508	None
MCINX2_00001041-RA	FBPP0071259	c12.1	c12.1	c12.1
MCINX2_00001042-RA	FBPP0309939	gbb	gbb	glass bottom boat
MCINX2_00001043-RA	FBPP0291183	mthl15	mthl15	methuselah-like 15
MCINX2_00001048-RA	FBPP0297876	Nlg2	Nlg2	Neuroligin 2
MCINX2_00001049-RA	FBPP0307586	CG9795	CG9795	None
MCINX2_00001053-RA	FBPP0080690	CG10470	CG10470	None
MCINX2_00001054-RA	FBPP0080719	l(2)37Bb	l(2)37Bb	lethal (2) 37Bb
MCINX2_00001055-RA	FBPP0304322	PNUTS	PNUTS	Phosphatase 1 nuclear targeting subunit
MCINX2_00001056-RB	FBPP0077226	CG2818	CG2818	None
MCINX2_00001058-RA	FBPP0072278	CG3880	CG3880	None
MCINX2_00001059-RA	FBPP0080870	mRpS18B	mRpS18B	mitochondrial ribosomal protein S18B
MCINX2_00001060-RA	FBPP0086823	cnn	cnn	centrosomin
MCINX2_00001062-RA	FBPP0077074	CG3294	CG3294	None
MCINX2_00001066-RA	FBPP0303564	CG6055	CG6055	None
MCINX2_00001067-RA	FBPP0076371	Cdc6	Cdc6	Cdc6
MCINX2_00001069-RA	FBPP0305671	Tpr2	Tpr2	Tetratricopeptide repeat protein 2
MCINX2_00001072-RA	FBPP0070969	CG4593	CG4593	None
MCINX2_00001073-RA	FBPP0077636	Tgt	Tgt	tRNA-guanine transglycosylase
MCINX2_00001074-RA	FBPP0290931	CG42588	CG42588	None
MCINX2_00001075-RB	FBPP0075284	Pka-C3	Pka-C3	Protein kinase
MCINX2_00001076-RA	FBPP0099382	CG33966	CG33966	None
MCINX2_00001078-RA	FBPP0088792	Pura	Pura	Puratrophin-1-like
MCINX2_00001080-RA	FBPP0085657	mei-W68	mei-W68	meiotic W68
MCINX2_00001082-RD	FBPP0303572	Ziz	Ziz	Zizimin
MCINX2_00001083-RA	FBPP0079147	CG7115	CG7115	None
MCINX2_00001084-RA	FBPP0077618	Atg4a	Atg4a	Autophagy-related 4a
MCINX2_00001085-RA	FBPP0110543	CG12547	CG12547	None
MCINX2_00001087-RA	FBPP0077108	slf	slf	schlaff
MCINX2_00001090-RA	FBPP0301960	CG9932	CG9932	None
MCINX2_00001091-RA	FBPP0304751	TfIIS	TfIIS	RNA polymerase II elongation factor
MCINX2_00001093-RA	FBPP0305428	CG9967	CG9967	None
MCINX2_00001094-RA	FBPP0311004	eys	eys	eyes shut
MCINX2_00001095-RA	FBPP0289282	mtgo	mtgo	miles to go
MCINX2_00001096-RA	FBPP0292385	Nipped-A	Nipped-A	Nipped-A
MCINX2_00001097-RA	FBPP0300616	PlexB	PlexB	Plexin B
MCINX2_00001098-RB	FBPP0077265	Hydr2	Hydr2	alpha/beta hydrolase2
MCINX2_00001099-RB	FBPP0305150	Asx	Asx	Additional sex combs
MCINX2_00001100-RA	FBPP0076649	CG10077	CG10077	None
MCINX2_00001109-RA	FBPP0079815	CG6230	CG6230	None
MCINX2_00001110-RA	FBPP0077899	DNApol-alpha60	DNApol-alpha60	DNA polymerase alpha 60kD subunit
MCINX2_00001111-RA	FBPP0078043	Glg1	Glg1	Golgi complex-localized glycoprotein 1
MCINX2_00001112-RA	FBPP0113013	Tmem18	Tmem18	Transmembrane protein 18
MCINX2_00001113-RA	FBPP0077855	CG5955	CG5955	None
MCINX2_00001114-RA	FBPP0077881	atk	atk	artichoke
MCINX2_00001115-RA	FBPP0303270	Rpn8	Rpn8	Regulatory particle non-ATPase 8
MCINX2_00001116-RA	FBPP0080282	ck	ck	crinkled
MCINX2_00001117-RA	FBPP0080707	l(2)37Cc	l(2)37Cc	lethal (2) 37Cc
MCINX2_00001123-RA	FBPP0292061	CG6621	CG6621	None
MCINX2_00001126-RB	FBPP0079491	CG31712	CG31712	None
MCINX2_00001126-RE	FBPP0304026	CG31712	CG31712	None
MCINX2_00001127-RA	FBPP0078935	TTLL3A	TTLL3A	Tubulin tyrosine ligase-like 3A
MCINX2_00001131-RA	FBPP0082840	GckIII	GckIII	Germinal centre kinase III
MCINX2_00001137-RA	FBPP0079682	Lip4	Lip4	Lipase 4
MCINX2_00001139-RA	FBPP0079064	ninaC	ninaC	neither inactivation nor afterpotential C
MCINX2_00001140-RA	FBPP0428416	None	None	None
MCINX2_00001141-RA	FBPP0306846	Wnt6	Wnt6	Wnt oncogene analog 6
MCINX2_00001143-RA	FBPP0079060	wg	wg	wingless
MCINX2_00001144-RA	FBPP0088345	Wnt4	Wnt4	Wnt oncogene analog 4
MCINX2_00001145-RA	FBPP0304053	Ndae1	Ndae1	Na[+]-driven anion exchanger 1
MCINX2_00001146-RA	FBPP0079041	mEFG1	mEFG1	mitochondrial translation elongation factor G 1
MCINX2_00001147-RA	FBPP0080521	Lrch	Lrch	Leucine-rich-repeats and calponin homology domain protein
MCINX2_00001150-RA	FBPP0077713	al	al	aristaless
MCINX2_00001151-RA	FBPP0089133	eIF3h	eIF3h	eukaryotic translation initiation factor 3 subunit h
MCINX2_00001152-RA	FBPP0078116	Als2	Als2	Amyotrophic lateral sclerosis 2
MCINX2_00001153-RB	FBPP0075276	hzg	hzg	herzog
MCINX2_00001154-RA	FBPP0073739	mRNA-cap	mRNA-cap	mRNA-capping-enzyme
MCINX2_00001155-RA	FBPP0079258	CG12375	CG12375	None
MCINX2_00001156-RB	FBPP0309828	ND-51	ND-51	NADH dehydrogenase (ubiquinone) 51 kDa subunit
MCINX2_00001157-RA	FBPP0077893	trbl	trbl	tribbles
MCINX2_00001158-RA	FBPP0305673	TfIIB	TfIIB	Transcription factor IIB
MCINX2_00001160-RA	FBPP0078971	l(2)k09022	l(2)k09022	lethal (2) k09022
MCINX2_00001161-RA	FBPP0079801	Ppt2	Ppt2	Palmitoyl-protein Thioesterase 2
MCINX2_00001162-RA	FBPP0078969	sens-2	sens-2	senseless-2
MCINX2_00001167-RA	FBPP0079631	RluA-1	RluA-1	RluA pseudouridine synthase 1
MCINX2_00001169-RA	FBPP0084848	Drice	Drice	Death related ICE-like caspase
MCINX2_00001171-RA	FBPP0303288	sky	sky	skywalker
MCINX2_00001172-RA	FBPP0071261	c11.1	c11.1	c11.1
MCINX2_00001176-RA	FBPP0073297	Dlic	Dlic	Dynein light intermediate chain
MCINX2_00001177-RA	FBPP0297275	l(2)gd1	l(2)gd1	lethal (2) giant discs 1
MCINX2_00001177-RB	FBPP0079786	l(2)gd1	l(2)gd1	lethal (2) giant discs 1
MCINX2_00001178-RA	FBPP0077743	cbt	cbt	cabut
MCINX2_00001180-RA	FBPP0077723	ush	ush	u-shaped
MCINX2_00001181-RA	FBPP0077722	MED15	MED15	Mediator complex subunit 15
MCINX2_00001182-RB	FBPP0079210	CG8419	CG8419	None
MCINX2_00001183-RA	FBPP0080826	Hs2st	Hs2st	Heparan sulfate 2-O-sulfotransferase
MCINX2_00001184-RB	FBPP0304516	CG9541	CG9541	None
MCINX2_00001185-RA	FBPP0075749	Adk1	Adk1	Adenylate kinase 1
MCINX2_00001187-RA	FBPP0087055	vis	vis	vismay
MCINX2_00001189-RA	FBPP0072221	CG13587	CG13587	None
MCINX2_00001192-RA	FBPP0077282	CG9662	CG9662	None
MCINX2_00001193-RB	FBPP0288499	CG31678	CG31678	None
MCINX2_00001194-RA	FBPP0308603	CG2614	CG2614	None
MCINX2_00001196-RA	FBPP0297780	CG43333	CG43333	None
MCINX2_00001201-RA	FBPP0077762	Zir	Zir	Zizimin-related
MCINX2_00001202-RA	FBPP0083399	Fancd2	Fancd2	Fancd2
MCINX2_00001204-RA	FBPP0309342	NFAT	NFAT	NFAT nuclear factor
MCINX2_00001205-RA	FBPP0078843	CG9175	CG9175	None
MCINX2_00001206-RA	FBPP0077033	CG17068	CG17068	None
MCINX2_00001207-RA	FBPP0304837	Ocrl	Ocrl	Oculocerebrorenal syndrome of Lowe
MCINX2_00001208-RB	FBPP0078827	stai	stai	stathmin
MCINX2_00001208-RF	FBPP0078829	stai	stai	stathmin
MCINX2_00001210-RA	FBPP0305723	CG17652	CG17652	None
MCINX2_00001211-RA	FBPP0099393	CG33981	CG33981	None
MCINX2_00001216-RA	FBPP0078671	CG31650	CG31650	None
MCINX2_00001223-RA	FBPP0079819	Ge-1	Ge-1	Ge-1
MCINX2_00001224-RA	FBPP0075296	fwe	fwe	flower
MCINX2_00001225-RB	FBPP0080480	CG13284	CG13284	None
MCINX2_00001228-RA	FBPP0083357	CG10877	CG10877	None
MCINX2_00001230-RA	FBPP0080679	EMC5	EMC5	ER membrane protein complex subunit 5
MCINX2_00001236-RA	FBPP0099793	nrv2	nrv2	nervana 2
MCINX2_00001238-RA	FBPP0085251	Lamp1	Lamp1	Lamp1
MCINX2_00001239-RA	FBPP0291872	wb	wb	wing blister
MCINX2_00001243-RA	FBPP0304442	CG6024	CG6024	None
MCINX2_00001246-RA	FBPP0073425	CG18130	CG18130	None
MCINX2_00001249-RA	FBPP0075845	Bmcp	Bmcp	Bmcp
MCINX2_00001250-RA	FBPP0070746	CG12730	CG12730	None
MCINX2_00001256-RA	FBPP0084739	Atg14	Atg14	Autophagy-related 14
MCINX2_00001257-RB	FBPP0078997	nop5	nop5	nop5
MCINX2_00001262-RA	FBPP0305003	Dnai2	Dnai2	dynein
MCINX2_00001267-RA	FBPP0309525	FMRFaR	FMRFaR	FMRFamide Receptor
MCINX2_00001268-RA	FBPP0305036	P5CDh1	P5CDh1	delta-1-Pyrroline-5-carboxylate dehydrogenase 1
MCINX2_00001269-RA	FBPP0072703	CG13926	CG13926	None
MCINX2_00001270-RA	FBPP0310032	Cdc7	Cdc7	Cdc7 kinase
MCINX2_00001271-RA	FBPP0085468	CG3420	CG3420	None
MCINX2_00001272-RA	FBPP0309104	Sec16	Sec16	Secretory 16
MCINX2_00001274-RA	FBPP0074418	CG7332	CG7332	None
MCINX2_00001275-RA	FBPP0083987	crb	crb	crumbs
MCINX2_00001276-RA	FBPP0085924	CG10914	CG10914	None
MCINX2_00001277-RC	FBPP0081013	CG8671	CG8671	None
MCINX2_00001278-RA	FBPP0085330	CG7849	CG7849	None
MCINX2_00001279-RA	FBPP0073312	Pa1	Pa1	PTIP associated 1
MCINX2_00001280-RA	FBPP0312075	CG1463	CG1463	None
MCINX2_00001281-RA	FBPP0070136	Sec22	Sec22	Secretory 22
MCINX2_00001284-RA	FBPP0297063	Eip74EF	Eip74EF	Ecdysone-induced protein 74EF
MCINX2_00001285-RA	FBPP0087569	Lsm11	Lsm11	Lsm11
MCINX2_00001286-RA	FBPP0077717	CG13692	CG13692	None
MCINX2_00001287-RB	FBPP0304757	MKP-4	MKP-4	MAPK Phosphatase 4
MCINX2_00001289-RA	FBPP0074568	Nup205	Nup205	Nucleoporin 205kD
MCINX2_00001292-RA	FBPP0088518	aft	aft	adrift
MCINX2_00001295-RA	FBPP0310458	Raf	Raf	Raf oncogene
MCINX2_00001296-RA	FBPP0085784	CG15107	CG15107	None
MCINX2_00001301-RA	FBPP0073556	CG32645	CG32645	None
MCINX2_00001305-RA	FBPP0111483	shakB	shakB	shaking B
MCINX2_00001306-RA	FBPP0073330	ssp7	ssp7	short spindle 7
MCINX2_00001310-RA	FBPP0070994	Inx7	Inx7	Innexin 7
MCINX2_00001312-RA	FBPP0070965	Inx2	Inx2	Innexin 2
MCINX2_00001313-RA	FBPP0079946	CG6712	CG6712	None
MCINX2_00001315-RA	FBPP0111303	CG34195	CG34195	None
MCINX2_00001317-RA	FBPP0084626	CG4849	CG4849	None
MCINX2_00001318-RA	FBPP0070561	CG2875	CG2875	None
MCINX2_00001321-RA	FBPP0111291	CG34183	CG34183	None
MCINX2_00001322-RA	FBPP0311975	CG15543	CG15543	None
MCINX2_00001323-RA	FBPP0311376	Hsc70-3	Hsc70-3	Heat shock 70-kDa protein cognate 3
MCINX2_00001325-RA	FBPP0305549	Pbgs	Pbgs	Porphobilinogen synthase
